name,recipe_link,ingredients,category,prep-time,budget,review count,rating,difficulty,steps_count
"Cookies amandes, sésame, raisins, noix",https://www.marmiton.org/recettes/recette_cookies-amandes-sesame-raisins-noix_344107.aspx,"['levure chimique', 'noix', 'sésame', 'sucre', 'farine', ""flocons d'avoine"", 'amandes effilées', 'noix de pécan', 'raisins secs', 'oeuf', 'beurre salé']",gâteau,0,bon marché,1,5.0,facile,8
Cookies américains,https://www.marmiton.org/recettes/recette_cookies-americains_19236.aspx,"['chocolat', 'sel', 'bicarbonate', 'farine', 'extrait de vanille', 'sucre roux', 'sucre en poudre', 'beurre', 'oeufs', ""flocons d'avoine"", 'noisettes']",gâteau,0,bon marché,71,4.2,facile,2
Cookies atrocement chocolat,https://www.marmiton.org/recettes/recette_cookies-atrocement-chocolat_81542.aspx,"['chocolat', 'sel', 'levure chimique', 'extrait de vanille', 'sucre roux', 'farine', 'beurre', 'chocolat noir', 'oeuf']",gâteau,0,bon marché,37,4.3,facile,7
Cookies au beurre de cacahuetes,https://www.marmiton.org/recettes/recette_cookies-au-beurre-de-cacahuetes_14902.aspx,"['beurre', 'levure', 'bicarbonate', 'farine', 'vergeoise', 'oeuf', 'thé', 'beurre de cacahuètes']",gâteau,0,bon marché,9,3.3,très facile,4
Cookies au beurre de cacahuètes et pépites de chocolat,https://www.marmiton.org/recettes/recette_cookies-au-beurre-de-cacahuetes-et-pepites-de-chocolat_225731.aspx,"['chocolat', 'sel', 'vanille', 'levure', 'beurre', 'sucre', 'sucre roux', 'farine', 'oeufs', 'beurre de cacahuètes']",gâteau,0,bon marché,9,4.2,facile,13
Cookies au muesli,https://www.marmiton.org/recettes/recette_cookies-au-muesli_80265.aspx,"['levure', 'sucre glace', 'farine', 'beurre', 'muesli']",gâteau,0,bon marché,7,4.1,très facile,8
"Cookies au muesli, à la cannelle et au gingembre",https://www.marmiton.org/recettes/recette_cookies-parfait-au-muesli_222544.aspx,"['gingembre', 'levure chimique', 'sucre', 'beurre', 'farine', 'muesli', 'cannelle', 'eau']",gâteau,0,bon marché,4,4.8,facile,7
Cookies au Nutella,https://www.marmiton.org/recettes/recette_cookies-au-nutella_166139.aspx,"['chocolat', 'beurre', 'sucre de canne', 'sucre', 'levure', 'farine', 'oeufs', 'sucre vanillé', 'Nutella']",gâteau,0,bon marché,41,4.3,facile,9
"Cookies aux flocons d'avoine, noisettes et raisins",https://www.marmiton.org/recettes/recette_cookies-aux-flocons-d-avoine_347851.aspx,"['beurre', 'cassonade', 'oeuf', 'farine', 'levure', ""flocons d'avoine"", 'sel', 'noisettes', 'raisin', 'chocolat']",gâteau,0,bon marché,18,4.7,facile,4
Cookies aux framboises et pépites de chocolat,https://www.marmiton.org/recettes/recette_cookies-aux-framboises-et-pepites-de-chocolat_232456.aspx,"['sel', 'levure', 'chocolat noir', 'sucre roux', 'farine', 'beurre', 'amandes en poudre', 'oeuf', 'framboises', 'lait fermenté']",gâteau,0,bon marché,1,5.0,facile,8
Cookies aux mûres de Loreen,https://www.marmiton.org/recettes/recette_cookies-aux-mures-de-loreen_61748.aspx,"['sucre glace', 'farine', 'cassonade', 'beurre salé', 'oeuf', 'mûres']",gâteau,0,bon marché,1,4.0,facile,8
Cookies aux Oréos façon gâteau,https://www.marmiton.org/recettes/recette_cookies-aux-oreos-facon-gateau_528159.aspx,"['pépites de chocolat', 'sucre roux', 'beurre', 'farine', 'oeufs', 'sucre vanillé', 'Oréo']",gâteau,0,bon marché,4,5.0,facile,6
Cookies aux pépites de chocolat et à l'abricot,https://www.marmiton.org/recettes/recette_cookies-aux-pepites-de-chocolat-et-a-l-abricot_43722.aspx,"['extrait de vanille', 'abricot', 'chocolat', 'sucre de canne', 'beurre', 'oeuf', 'farine fermentante']",gâteau,0,bon marché,3,4.3,facile,7
Cookies aux pépites de couleur,https://www.marmiton.org/recettes/recette_cookies-aux-pepites-de-couleur_44041.aspx,"['sel', 'levure chimique', 'beurre', 'farine', 'sucre', 'oeuf', 'cassonade', 'sucre vanillé', 'Smarties']",gâteau,0,bon marché,48,4.2,très facile,6
"Cookies chocolat blanc, spéculoos et noix de coco",https://www.marmiton.org/recettes/recette_cookies-chocolat-blanc-speculoos-coco_326327.aspx,"['rhum', 'spéculoos', 'noix de coco rapée', 'chocolat blanc', 'sel', 'levure chimique', 'beurre tendre', 'sucre', 'farine', 'sucre vanillé', 'oeufs']",gâteau,0,bon marché,7,3.9,très facile,10
Cookies coeur fondant faciles et rapide,https://www.marmiton.org/recettes/recette_cookies-coeur-fondant-faciles-et-rapide_528379.aspx,"['chocolat', 'sel', 'levure chimique', 'beurre', 'sucre', 'farine', 'oeuf', 'eau']",gâteau,0,bon marché,2,2.5,facile,5
Cookies croquants au noix,https://www.marmiton.org/recettes/recette_cookies-croquants-au-noix_254047.aspx,"['beurre doux', 'levure', 'sucre', 'farine', 'oeufs', 'sucre vanillé']",gâteau,0,bon marché,1,5.0,facile,7
Cookies d'Anna,https://www.marmiton.org/recettes/recette_cookies_336144.aspx,"['sel', 'extrait de vanille liquide', 'miel', 'sucre en poudre', 'farine', 'beurre', 'chocolat noir']",gâteau,0,bon marché,119,4.2,facile,11
Cookies d'automne,https://www.marmiton.org/recettes/recette_cookies-d-automne_220675.aspx,"['noix', 'calvados', 'levure', 'farine', 'miel', 'beurre tendre', 'cassonade', 'oeuf', 'pommes']",gâteau,0,bon marché,1,5.0,facile,6
Cookies de Marion,https://www.marmiton.org/recettes/recette_cookies-de-marion_37773.aspx,"['levure chimique', 'farine', 'noix', 'chocolat', 'sucre', 'sel', 'beurre', 'oeuf', 'sucre vanillé']",gâteau,0,bon marché,316,4.5,très facile,6
Cookies épais et fondants (restes de chocolats de Pâques),https://www.marmiton.org/recettes/recette_cookies-epais-fondants-restes-de-chocolats-de-paques_533631.aspx,"['chocolat', 'chocolat', 'farine', 'bicarbonate', 'fleur de sel', 'sucre', 'sucre roux', 'beurre', 'oeufs', 'arôme vanille']",gâteau,0,bon marché,2,4.0,très facile,0
Cookies extra moelleux,https://www.marmiton.org/recettes/recette_cookies-extra-moelleux_168069.aspx,"['sucre roux', 'farine', 'chocolat', 'beurre', 'oeuf', 'sucre vanillé']",gâteau,0,bon marché,2,4.5,facile,2
Cookies extra-chocolat extra moelleux,https://www.marmiton.org/recettes/recette_cookies-extra-chocolat-extra-moelleux_336335.aspx,"['chocolat', 'miel', 'levure', 'farine', 'beurre', 'chocolat noir', 'cassonade', 'sucre vanillé', 'oeuf']",gâteau,0,bon marché,1,4.0,facile,13
Cookies faciles aux flocons d'avoine,https://www.marmiton.org/recettes/recette_cookies-faciles-aux-flocons-d-avoine_26766.aspx,"['vanille', 'miel', 'margarine', 'sucre', 'farine', ""flocons d'avoine"", 'lait de coco', 'noisettes']",gâteau,0,moyen,11,4.0,très facile,10
Cookies moelleux et peu caloriques,https://www.marmiton.org/recettes/recette_cookies-moelleux-et-peu-caloriques_73970.aspx,"['chocolat noir', 'sel', 'levure chimique', 'farine', 'oeuf', 'édulcorant', 'crème chantilly', 'sucre vanillé']",gâteau,0,bon marché,4,4.8,très facile,9
Cookies noisettes et coeur coulant au nutella,https://www.marmiton.org/recettes/recette_cookies-noisettes-et-coeur-coulant-au-nutella_528744.aspx,"['beurre doux', 'sucre en poudre', 'farine de blé', 'levure chimique', 'Nutella®', 'pépites de chocolat', 'noisettes', 'oeuf']",gâteau,0,bon marché,1,5.0,très facile,6
Cookies noix nobles et pépites de chocolat,https://www.marmiton.org/recettes/recette_cookies-noix-nobles-et-pepites-de-chocolat_53592.aspx,"['sel', 'chocolat', 'levure', 'maïzena', 'farine', 'sucre', 'beurre', 'cerneau de noix', 'nougatine', 'amandes en poudre', 'oeuf']",gâteau,0,bon marché,2,4.5,très facile,9
Cookies pépites chocolat & beurre de cacahuètes de Mrs Gourmandise,https://www.marmiton.org/recettes/recette_cookies-pepites-chocolat-beurre-de-cacahuetes-de-mrs-gourmandise_230122.aspx,"['chocolat', 'beurre', 'sel', 'levure chimique', 'sucre semoule', 'farine', 'sucre vanillé', 'oeufs', 'beurre de cacahuètes', 'lait']",gâteau,0,bon marché,14,4.8,facile,10
Cookies sans farine façon Babarecette,https://www.marmiton.org/recettes/recette_cookies-sans-farine-facon-babarecette_171289.aspx,"['sucre glace', 'chocolat', ""blancs d'oeuf"", 'cacao']",gâteau,0,bon marché,2,4.0,facile,10
Cookies végan moelleux,https://www.marmiton.org/recettes/recette_cookies-vegan-moelleux_527857.aspx,"['pépites de chocolat', 'huile', 'bicarbonate', 'beurre', 'sucre', 'farine', 'graines de chia']",gâteau,0,bon marché,1,5.0,facile,6
Coulant à la crème de marron,https://www.marmiton.org/recettes/recette_coulant-a-la-creme-de-marron_530314.aspx,"['beurre', 'sucre', 'farine', 'crème de marrons', 'oeufs', 'lait']",gâteau,0,bon marché,2,4.5,très facile,5
Coulant au chocolat au coeur de framboise,https://www.marmiton.org/recettes/recette_coulant-au-chocolat-coeur-framboise_223633.aspx,"['sucre glace', 'farine', 'sucre', 'beurre', 'crème dessert au chocolat', 'oeufs', 'Confiture de framboise', 'framboises']",gâteau,0,bon marché,12,4.8,très facile,8
Coulis de framboise à la vanille,https://www.marmiton.org/recettes/recette_coulis-de-framboise-a-la-vanille_311858.aspx,"['liqueur', 'vanille', 'sucre glace', 'sucre roux', 'framboises', 'citron']",sauce sucrée,0,assez cher,0,0.0,très facile,3
Coupe fraîche de cerises et compote pomme poire façon Jelly,https://www.marmiton.org/recettes/recette_coupe-fraiche-cerises-facon-jelly_219115.aspx,"['gélatine', 'cerises', 'compote', 'petit beurre']",compote,0,bon marché,0,0.0,très facile,7
"Craquant de chocolat, spéculoos et mousse au chocolat",https://www.marmiton.org/recettes/recette_craquant-de-chocolat-speculoos-et-mousse-au-chocolat_315377.aspx,"['beurre tendre', 'sel', 'farine', 'spéculoos', 'sucre vanillé', ""jaune d'oeuf"", 'lait', 'chocolat au lait', 'chocolat aux noisettes', 'chocolat au lait', 'oeufs']",mousse,0,moyen,0,0.0,moyenne,17
"crème au chocolat au lait de riz sans crème, sans beurre et sans oeufs",https://www.marmiton.org/recettes/recette_creme-au-chocolat-au-lait-de-riz-sans-creme-sans-beurre-et-sans-oeufs_56597.aspx,"['sucre en poudre', 'chocolat', 'lait de riz', 'fécule de pomme de terre']",crème,0,bon marché,9,4.2,très facile,8
Crème au chocolat express,https://www.marmiton.org/recettes/recette_creme-au-chocolat-express_42033.aspx,"['fécule de maïs', 'chocolat noir', 'lait']",crème,0,bon marché,13,3.9,très facile,6
Crème au chocolat hyper rapide,https://www.marmiton.org/recettes/recette_creme-au-chocolat-hyper-rapide_21798.aspx,"['maïzena', 'sucre']",crème,0,bon marché,19,4.0,très facile,4
Crème au chocolat noir sans oeuf,https://www.marmiton.org/recettes/recette_creme-au-chocolat-noir-sans-oeuf_254372.aspx,"['chocolat noir', 'maïzena', 'sucre', 'lait', 'cacao']",crème,0,bon marché,4,4.3,facile,5
Crème au chocolat rapide,https://www.marmiton.org/recettes/recette_creme-au-chocolat-rapide_85140.aspx,"['sucre en poudre', 'oeufs', 'cacao', 'lait']",crème,0,bon marché,1,1.0,très facile,4
Crème au chocolat simple,https://www.marmiton.org/recettes/recette_creme-au-chocolat_21174.aspx,"['vanille', 'beurre', 'sucre', 'lait en poudre', 'amidon', 'eau', 'cacao']",crème,0,bon marché,1,2.0,très facile,3
Crème aux oeufs au caramel,https://www.marmiton.org/recettes/recette_creme-aux-oeufs-au-caramel_25042.aspx,"['sucre', 'lait', ""jaunes d'oeuf"", 'sucre', 'eau']",sauce sucrée,0,moyen,3,2.7,facile,7
Crème brûlée « Mojito »,https://www.marmiton.org/recettes/recette_creme-brulee-mojito_370834.aspx,"['sucre', 'rhum', ""jaunes d'oeuf"", 'cassonade', 'crème fleurette', 'lait', 'citrons verts', 'menthe']",crème,0,bon marché,1,5.0,facile,7
Crème brûlée à la cannelle,https://www.marmiton.org/recettes/recette_creme-brulee-a-la-cannelle_67349.aspx,"['crème fraîche', 'sucre en poudre', ""jaunes d'oeuf"", 'cannelle', 'cassonade']",crème,0,bon marché,4,3.5,très facile,4
Crème brûlée à la rhubarbe,https://www.marmiton.org/recettes/recette_creme-brulee-a-la-rhubarbe_37827.aspx,"['sucre', 'rhubarbe', ""jaunes d'oeuf"", 'crème liquide', 'lait', 'cassonade']",crème,0,bon marché,22,4.1,très facile,6
Crème brulée à la vanille Bourbon,https://www.marmiton.org/recettes/recette_creme-brulee-a-la-vanille-bourbon_53115.aspx,"['crème fraîche', 'sucre', 'lait entier', ""jaunes d'oeuf"", 'sucre vanillé', 'cassonade', 'crème']",crème,0,bon marché,12,3.6,très facile,7
Crème brûlée au chocolat blanc,https://www.marmiton.org/recettes/recette_creme-brulee-au-chocolat-blanc_86290.aspx,"['chocolat blanc', 'vanille', 'crème fraîche épaisse', ""jaunes d'oeuf"", 'cassonade']",crème,0,bon marché,0,0.0,facile,5
Crème brûlée aux fruits rouges,https://www.marmiton.org/recettes/recette_creme-brulee-aux-fruits-rouges_35402.aspx,"['sucre en poudre', 'vanille', 'lait', 'crème liquide', ""jaunes d'oeuf"", 'fruits rouges', 'cassonade']",crème,0,bon marché,1,3.0,facile,6
Crème brûlée aux marrons,https://www.marmiton.org/recettes/recette_creme-brulee-aux-marrons_26280.aspx,"['sucre glace', 'sucre', ""jaunes d'oeuf"", 'crème de marrons', 'crème liquide', 'cassonade', 'marrons']",sauce sucrée,0,bon marché,19,4.4,facile,8
Crème brûlée facile et top !,https://www.marmiton.org/recettes/recette_creme-brulee-facile-et-top_335442.aspx,"['sucre roux', 'oeufs', 'crème liquide', 'sucre vanillé']",crème,0,bon marché,1,3.0,facile,3
Crème brûlée parfumée à la fleur d'oranger,https://www.marmiton.org/recettes/recette_creme-brulee-parfumee-a-la-fleur-d-oranger_71098.aspx,"[""eau de fleur d'oranger"", 'sucre en poudre', 'vanille', 'crème liquide', ""jaunes d'oeuf"", 'cassonade']",crème,0,bon marché,11,4.9,facile,8
Crème brûlée tout chocolat,https://www.marmiton.org/recettes/recette_creme-brulee-tout-chocolat_47225.aspx,"['sucre en poudre', 'chocolat noir', ""jaunes d'oeuf"", 'crème fraîche liquide', 'cassonade']",crème,0,bon marché,6,4.0,facile,7
Crème caramel à la mexicaine au Companion,https://www.marmiton.org/recettes/recette_creme-caramel-a-la-mexicaine-au-companion_383664.aspx,"['vanille', 'lait concentré sucré', 'lait concentré non sucré', 'lait', 'oeufs', 'caramel', 'citron vert']",crème,0,bon marché,0,0.0,facile,7
Crème caramel à la mexicaine au Thermomix,https://www.marmiton.org/recettes/recette_creme-caramel-a-la-mexicaine-au-thermomix_383667.aspx,"['vanille', 'lait concentré sucré', 'lait concentré non sucré', 'lait', 'oeufs', 'caramel', 'citron vert']",crème,0,bon marché,0,0.0,facile,7
Crème caramel facile,https://www.marmiton.org/recettes/recette_creme-caramel-facile_29881.aspx,"['miel', 'sucre semoule', 'crème fleurette', 'oeufs']",sauce sucrée,0,bon marché,29,4.5,très facile,7
Crème catalane coco,https://www.marmiton.org/recettes/recette_creme-catalane-coco_225647.aspx,"['noix de coco rapée', 'maïzena', 'sucre', 'lait de coco', 'lait', ""jaunes d'oeuf"", 'cassonade']",crème,0,bon marché,1,5.0,facile,9
Crème chantilly au Cookeo,https://www.marmiton.org/recettes/recette_creme-chantilly-au-cookeo_383089.aspx,"['sucre glace', 'crème fraîche liquide']",crème,0,bon marché,0,0.0,très facile,4
Crème Chantilly facile au cacao,https://www.marmiton.org/recettes/recette_creme-chantilly-au-chocolat_321362.aspx,"['sucre glace', 'crème fraîche liquide', 'cacao']",crème,0,bon marché,2,5.0,très facile,3
Crème chocolat moka,https://www.marmiton.org/recettes/recette_creme-chocolat-moka_52619.aspx,"['sucre', 'beurre', 'chocolat noir', 'café', 'crème liquide', 'eau']",crème,0,bon marché,1,1.0,très facile,4
Crème coco façon sorbet coco,https://www.marmiton.org/recettes/recette_creme-coco-facon-sorbet-coco_85800.aspx,"['maïzena', 'lait concentré sucré', 'lait de coco', 'citron vert', 'cannelle', 'eau']",dessert glacé,0,bon marché,2,4.0,très facile,6
Crème dessert amande vanille,https://www.marmiton.org/recettes/recette_creme-dessert-amande-vanille_218435.aspx,"['sucre en poudre', 'vanille', ""lait d'amande"", 'oeufs']",crème,0,bon marché,2,3.0,facile,9
Crème dessert cacao coco,https://www.marmiton.org/recettes/recette_creme-dessert-bounty_174846.aspx,"['noix de coco rapée', 'sucre de canne', 'lait de coco', 'agar-agar', 'cacao']",crème,0,bon marché,2,3.0,facile,5
Crème facile au chocolat,https://www.marmiton.org/recettes/recette_creme-facile-au-chocolat_56448.aspx,"['farine', 'beurre', 'sucre', 'chocolat pâtissier', 'lait entier']",crème,0,bon marché,6,3.5,facile,8
Crème glacée  vanille/caramel,https://www.marmiton.org/recettes/recette_creme-glacee-vanille-caramel_72649.aspx,"['vanille', 'sucre en poudre', 'lait entier', 'oeufs', 'crème liquide', 'nappage']",sauce sucrée,0,bon marché,0,0.0,très facile,7
Crème glacée au caramel,https://www.marmiton.org/recettes/recette_creme-glacee-au-caramel_23347.aspx,"['crème fraîche', 'sucre', ""jaunes d'oeuf"", 'lait', 'citron']",sauce sucrée,0,bon marché,3,4.7,facile,5
Crème glacée au chocolat très facile,https://www.marmiton.org/recettes/recette_creme-glacee-au-chocolat-tres-facile_72529.aspx,"['extrait de vanille', 'crème fraîche', 'sucre en poudre', 'lait entier', 'oeufs', 'cacao']",crème,0,bon marché,0,0.0,très facile,5
Crème glacée au miel d'acacia et au sirop de lavande,https://www.marmiton.org/recettes/recette_creme-glacee-au-miel-d-acacia-et-au-sirop-de-lavande_528160.aspx,"[""miel d'acacia"", 'crème fraîche', 'oeufs', 'sirop']",dessert glacé,0,moyen,0,0.0,facile,6
Crème glacée aux noix caramélisées et caramel au beurre salé,https://www.marmiton.org/recettes/recette_creme-glacee-aux-noix-caramelisees-et-caramel-au-beurre-sale_348095.aspx,"['sucre', 'lait concentré sucré', 'noix', 'sucre', 'caramel au beurre salé', 'beurre salé', 'crème liquide', 'glace', 'crème liquide']",sauce sucrée,0,moyen,0,0.0,facile,8
Crème mousseline (pour Paris Brest),https://www.marmiton.org/recettes/recette_creme-mousseline-pour-paris-brest_322351.aspx,"['pralin', 'beurre', 'beurre', 'crème pâtissière']",choux,0,bon marché,1,1.0,facile,4
Crème onctueuse au chocolat,https://www.marmiton.org/recettes/recette_creme-onctueuse-au-chocolat_23237.aspx,"['sel', 'beurre', 'sucre', 'farine', 'chocolat', 'lait']",crème,0,moyen,0,0.0,facile,6
Crème pâtissière à la châtaigne,https://www.marmiton.org/recettes/recette_creme-patissiere-a-la-chataigne_314935.aspx,"['farine de blé', 'vanille', 'sucre', 'lait', ""jaunes d'oeuf"", 'farine de châtaigne']",sauce sucrée,0,moyen,0,0.0,moyenne,7
Crème pâtissière inratable,https://www.marmiton.org/recettes/recette_creme-patissiere-inratable_392645.aspx,"['crème fraîche', 'sucre', ""jaunes d'oeuf""]",crème,0,bon marché,2,5.0,très facile,4
Crème pour le Paris-Brest,https://www.marmiton.org/recettes/recette_creme-pour-le-paris-brest_57750.aspx,"['sel', 'sucre', 'beurre tendre', 'pralin', ""blancs d'oeuf"", 'eau']",choux,0,bon marché,5,3.2,facile,7
Crème renversée à l'ananas,https://www.marmiton.org/recettes/recette_creme-renversee-a-l-ananas_42541.aspx,"['sucre', 'rhum', 'sucre roux', 'maïzena', 'ananas', 'eau', 'oeufs', 'citron']",crème,0,moyen,0,0.0,facile,12
Crème renversée au miel,https://www.marmiton.org/recettes/recette_creme-renversee-au-miel_55429.aspx,"['beurre', 'miel', 'lait', 'oeufs', ""jaunes d'oeuf"", 'cannelle']",crème,0,moyen,1,4.0,facile,7
Crème renversée chocolatée,https://www.marmiton.org/recettes/recette_creme-renversee-chocolatee_50570.aspx,"['sel', 'sucre en poudre', 'cacao amer', 'lait', 'cacao', 'oeufs', 'cacao']",crème,0,bon marché,1,3.0,facile,9
Crème renversée vite faite au Cooking Chef,https://www.marmiton.org/recettes/recette_creme-renversee-vite-faite-au-cooking-chef_383725.aspx,"['sucre en poudre', 'oeufs', 'lait entier', 'sucre vanillé', 'caramel']",crème,0,bon marché,0,0.0,facile,5
Crêpe gâteau normande,https://www.marmiton.org/recettes/recette_crepe-gateau-normande_343839.aspx,"['beurre', 'sucre semoule', 'farine', 'crème liquide', 'oeufs', 'pommes']",crêpe,0,bon marché,1,5.0,très facile,12
Crêpes au champagne,https://www.marmiton.org/recettes/recette_crepes-au-champagne_91424.aspx,"['beurre', 'sel', 'farine', 'oeufs', 'lait', 'cassonade', 'champagne']",crêpe,0,assez cher,0,0.0,facile,5
Crêpes aux pommes fondantes (journée de la crêpe),https://www.marmiton.org/recettes/recette_crepes-aux-pommes-fondantes-journee-de-la-crepe_45634.aspx,"['beurre', 'farine', 'oeufs', 'lait', 'beurre', 'pomme', 'sirop', 'vergeoise', 'crème chantilly']",crêpe,0,bon marché,1,5.0,très facile,9
crêpes aux trois sucres,https://www.marmiton.org/recettes/recette_crepes-aux-trois-sucres_73706.aspx,"['sel', 'cognac', 'sucre en poudre', 'beurre', 'farine', 'oeufs', 'lait', 'sirop de sucre de canne', 'sucre vanillé']",crêpe,0,moyen,17,4.8,très facile,8
Crêpes belle Hélène,https://www.marmiton.org/recettes/recette_crepes-belle-helene_94875.aspx,"['sucre semoule', 'huile', 'farine', 'oeufs', 'café', 'sucre vanillé', 'lait', 'miel', 'beurre', 'poires', 'sucre vanillé', 'amandes', 'pâte à tartiner', 'crème liquide']",crêpe,0,bon marché,0,0.0,facile,15
Crêpes bretonnes simples,https://www.marmiton.org/recettes/recette_crepes-bretonnes-simples_73877.aspx,"['lait demi-écrémé', 'sucre', 'farine', 'oeufs']",crêpe,0,bon marché,1,4.0,facile,5
Crêpes de sarrasin aux pommes,https://www.marmiton.org/recettes/recette_crepes-de-sarrasin-aux-pommes_53169.aspx,"['noix de coco rapée', 'sucre roux', 'lait', 'oeufs', 'farine de sarrasin', 'farine complète', 'pomme', 'cannelle']",crêpe,0,bon marché,1,2.0,très facile,5
crêpes légères sans lactose,https://www.marmiton.org/recettes/recette_crepes-legeres-sans-lactose_70517.aspx,"['maïzena', 'farine', 'lait de coco', 'oeufs', 'eau']",crêpe,0,bon marché,5,4.6,très facile,6
Creusois,https://www.marmiton.org/recettes/recette_creusois_15017.aspx,"['levure', 'farine', 'sucre', 'crème fraîche', 'poudre de noisette', 'oeufs']",gâteau,0,moyen,28,4.7,très facile,4
Creusois maison,https://www.marmiton.org/recettes/recette_creusois-maison_20830.aspx,"['beurre', 'levure', 'farine', 'sucre', ""blancs d'oeuf"", 'sucre vanillé', 'poudre de noisette']",gâteau,0,bon marché,16,4.5,facile,4
Creusois moelleux,https://www.marmiton.org/recettes/recette_creusois-moelleux_93285.aspx,"['beurre', 'farine', 'sucre de canne', 'oeufs', 'poudre de noisette', 'sucre vanillé']",gâteau,0,bon marché,0,0.0,très facile,1
croissant aux amandes parfumés au rhum,https://www.marmiton.org/recettes/recette_croissant-aux-amandes-parfumes-au-rhum_58396.aspx,"['rhum', 'sucre semoule', 'eau', 'beurre tendre', 'sucre semoule', 'amandes en poudre', 'oeufs', 'sucre glace', 'amandes effilées', 'croissants', 'papier sulfurisé']",viennoiseries,0,moyen,3,4.3,moyenne,16
Croissants de lune,https://www.marmiton.org/recettes/recette_croissants-de-lune_57904.aspx,"['sucre glace', 'sucre en poudre', 'beurre', 'farine', 'amandes', 'sucre vanillé']",viennoiseries,0,bon marché,2,4.5,très facile,4
Croquants aux amandes sans gluten,https://www.marmiton.org/recettes/recette_croquants-aux-amandes-sans-gluten_87709.aspx,"['sel', 'levure chimique', 'sucre', 'amandes', 'farine sans gluten', 'farine de riz', 'oeufs', 'cassonade', 'sucre vanillé']",gâteau,0,bon marché,1,3.0,très facile,6
"Crumble ""à la canadienne""",https://www.marmiton.org/recettes/recette_crumble-a-la-canadienne_318911.aspx,"['beurre', 'farine', 'sucre', 'pommes', 'canneberge', 'eau', ""sirop d'érable"", 'cassonade', 'cannelle']",crumble,0,bon marché,1,5.0,facile,10
Crumble à l'abricot a la pointe de miel et son lit de caramel,https://www.marmiton.org/recettes/recette_crumble-a-l-abricot-a-la-pointe-de-miel-et-son-lit-de-caramel_228780.aspx,"['sucre en poudre', 'miel', 'farine', 'sucre en poudre', 'beurre', 'abricots', 'eau']",sauce sucrée,0,bon marché,0,0.0,très facile,6
Crumble à l'abricot et à la cannelle,https://www.marmiton.org/recettes/recette_crumble-a-l-abricot-et-a-la-cannelle_58317.aspx,"['gingembre', 'abricot', 'cassonade', 'cannelle', 'beurre tendre', 'farine complète', ""flocons d'avoine"", 'cassonade', 'cannelle']",crumble,0,bon marché,1,4.0,très facile,10
Crumble à la banane et à la mangue,https://www.marmiton.org/recettes/recette_crumble-banane-mangue_222588.aspx,"['farine', 'sucre', 'beurre', 'bananes', 'mangue', 'sucre vanillé']",crumble,0,bon marché,5,4.8,facile,9
Crumble à la pêche et fleur d'oranger,https://www.marmiton.org/recettes/recette_crumble-a-la-peche-et-fleur-d-oranger_308140.aspx,"[""eau de fleur d'oranger"", 'beurre doux', 'farine', 'sucre', 'pêche', 'amandes en poudre']",crumble,0,bon marché,2,5.0,facile,7
Crumble ananas coco spéculoos,https://www.marmiton.org/recettes/recette_crumble-ananas-coco-speculoos_311007.aspx,"['beurre', 'noix de coco rapée', 'spéculoos', 'sucre roux', 'ananas']",crumble,0,moyen,2,4.0,facile,4
Crumble au duo estival de prunes et abricots,https://www.marmiton.org/recettes/recette_crumble-duo-estival-prunes-et-abricots_304993.aspx,"['abricots', 'sucre', 'beurre', 'farine', 'amandes en poudre', 'prunes', 'sucre vanillé']",crumble,0,bon marché,0,0.0,facile,6
crumble aux bananes et au chocolat,https://www.marmiton.org/recettes/recette_crumble-aux-bananes-et-au-chocolat_24485.aspx,"['chocolat noir', 'rhum', 'beurre', 'farine', 'beurre', 'sucre', 'bananes', 'poires']",crumble,0,bon marché,10,3.9,facile,11
Crumble aux fruits rouges aromatisé à la pistache,https://www.marmiton.org/recettes/recette_crumble-aux-fruits-rouges-aromatise-a-la-pistache_41023.aspx,"['sucre roux', 'farine', 'fruits rouges', 'beurre salé', 'pistaches']",crumble,0,bon marché,10,4.8,très facile,5
Crumble aux fruits rouges et au chocolat blanc,https://www.marmiton.org/recettes/recette_crumble-aux-fruits-rouges-et-au-chocolat-blanc_326105.aspx,"['chocolat blanc', 'beurre', 'farine', 'fruits rouges', 'cassonade', 'amandes en poudre']",crumble,0,bon marché,2,4.5,facile,7
Crumble aux mûres et aux pêches,https://www.marmiton.org/recettes/recette_crumble-aux-mures-et-aux-peches_80651.aspx,"['sucre roux', 'beurre', 'farine', 'poudre de noisette', 'fruits rouges', 'pêches', 'sucre vanillé', 'cacao', 'confiture de fruits rouges']",crumble,0,moyen,1,4.0,très facile,10
Crumble aux pêches et aux myrtilles,https://www.marmiton.org/recettes/recette_crumble-aux-peches-et-aux-myrtilles_31961.aspx,"['beurre doux', 'sucre de canne', 'farine', 'pêche', 'myrtilles', 'café', 'jus de citron', ""flocons d'avoine"", 'crème fraîche épaisse', 'mélange 4 épices']",crumble,0,moyen,5,4.4,très facile,7
Crumble aux poires et au chocolat blanc,https://www.marmiton.org/recettes/recette_crumble-aux-poires-et-au-chocolat-blanc_171928.aspx,"['vanille', 'beurre tendre', 'farine', 'sucre roux', 'chocolat blanc', 'poires']",crumble,0,bon marché,3,4.3,très facile,7
